,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,score,lastMove
291,512,16,32,8,4,2,8,2,2,0,0,0,0,0,0,0,4308,'w'
292,512,16,32,8,4,2,8,2,4,0,0,0,0,0,0,0,4312,'a'
293,512,16,32,8,8,2,8,2,0,0,2,0,0,0,0,0,4320,'w'
294,512,16,32,8,8,2,8,2,0,0,4,0,0,0,0,0,4324,'w'
295,512,16,32,8,8,2,8,2,0,0,0,4,0,0,0,2,4324,'d'
296,512,16,32,8,8,2,8,2,2,4,0,0,2,0,0,0,4324,'a'
297,512,16,32,8,8,2,8,2,4,4,2,0,0,0,0,0,4328,'w'
298,512,16,32,8,8,2,8,2,4,4,4,0,0,0,0,0,4332,'w'
299,512,16,32,8,8,2,8,2,0,0,4,8,0,0,0,2,4340,'d'
300,512,16,32,8,8,2,8,2,2,4,8,0,2,0,0,0,4340,'a'
301,512,16,32,8,8,2,16,4,4,4,0,0,0,0,0,0,4364,'w'
302,512,16,32,8,8,2,16,4,8,2,0,0,0,0,0,0,4372,'a'
303,512,16,32,8,8,2,16,4,0,0,8,4,0,0,0,0,4376,'d'
304,512,16,32,8,8,4,16,8,0,0,8,0,0,0,0,0,4388,'w'
305,512,16,32,16,8,4,16,2,0,0,8,0,0,0,0,0,4404,'w'
306,512,16,32,16,8,4,16,2,0,0,0,8,0,0,0,2,4404,'d'
307,512,16,32,16,8,4,16,2,0,0,2,8,0,0,0,2,4404,'d'
308,512,16,32,16,8,4,16,2,2,0,2,8,0,0,0,2,4404,'w'
309,512,16,32,16,8,4,16,2,0,0,4,8,0,0,0,4,4412,'d'
310,512,16,32,16,8,4,16,2,4,8,0,0,2,4,0,0,4412,'a'
311,512,16,32,16,8,4,16,4,4,8,0,0,2,4,0,0,4416,'w'
312,512,16,32,16,8,4,16,4,0,4,8,2,0,0,2,4,4416,'d'
313,512,16,32,16,8,8,16,4,2,0,8,2,0,0,2,4,4424,'w'
314,512,16,32,16,8,8,16,4,2,2,8,2,0,0,2,4,4424,'w'
315,512,16,32,16,0,16,16,4,0,4,8,2,0,0,4,4,4448,'d'
316,512,32,32,16,2,4,16,4,0,0,8,2,0,0,4,4,4480,'w'
317,512,64,16,0,2,4,16,4,8,2,0,0,2,8,0,0,4552,'a'
318,512,64,32,4,2,4,0,2,8,2,0,0,2,8,0,0,4584,'w'
319,512,64,32,4,2,4,4,0,8,2,0,0,2,8,0,0,4588,'a'
320,512,64,32,4,2,4,4,2,8,2,0,0,2,8,0,0,4588,'w'
321,512,64,32,4,2,4,4,4,8,2,0,0,2,8,0,0,4592,'w'
322,512,64,32,8,2,4,4,2,8,2,0,0,2,8,0,0,4600,'w'
323,512,64,32,8,2,4,4,4,8,2,0,0,2,8,0,0,4604,'w'
324,512,64,32,8,0,2,4,8,0,0,8,4,0,0,2,8,4616,'d'
325,512,64,32,16,2,2,4,4,0,0,8,8,0,0,2,0,4632,'w'
326,512,64,32,16,2,4,4,4,0,0,8,8,0,0,2,0,4636,'w'
327,512,64,32,16,0,2,4,8,0,0,0,16,0,0,0,4,4664,'d'
328,512,64,32,16,2,4,8,0,2,16,0,0,4,0,0,0,4664,'a'
329,512,64,32,16,0,2,4,8,0,0,2,16,0,0,4,2,4664,'d'
330,512,64,32,16,4,4,8,0,2,16,0,0,4,2,0,0,4668,'a'
331,512,64,32,16,0,8,8,2,0,0,2,16,0,0,4,2,4676,'d'
332,512,64,32,16,2,8,8,2,0,0,2,16,0,0,4,2,4676,'w'
333,512,64,32,16,0,2,16,2,0,0,2,16,0,2,4,2,4692,'d'
334,512,64,32,16,0,4,16,2,0,2,2,16,0,0,4,2,4696,'w'
335,512,64,32,16,2,4,16,2,4,16,0,0,4,2,0,0,4700,'a'
336,512,64,32,16,2,4,16,4,8,16,0,0,0,2,0,0,4712,'w'
337,512,64,32,16,2,4,16,4,0,8,16,2,0,0,0,2,4712,'d'
